,MSFT,GOOGL,AMZN,V,EQIX,ILMN,ROK,NEE,COST,ALB,SLB,^GSPC,^NDX,^IXIC,^DJI,^RUT,^VIX,XLK,XLC,XLY,XLF,XLRE,XLV,XLI,XLU,XLP,XLB,XLE,QQQ,SPY,AGG,TLT,GLD
2011-10-31,0.06990757363817712,0.15066781664520779,-0.012579168908284366,0.08796102476925749,0.08082834609182754,-0.2517106528286853,0.2080356146733524,0.044057973114211446,0.013636638056325312,0.3190595821506048,0.23003577483418947,0.10772303843744147,0.10326393924000477,0.11137286604367036,0.09544521440630538,0.15042850914973083,-0.3026070827990004,0.10211866771219724,,0.11933453733399513,0.1430988498958201,,0.05767401618269874,0.14373704126451137,0.03658557896012704,0.046527303775455886,0.17336508034721443,0.191419978023474,0.10401981229070367,0.10914719642289139,0.0012652357467746178,-0.038291881053544086,0.0587118747477946
2011-11-30,-0.032195994208025214,0.011389875563809326,-0.09938643423175819,0.042178712426946374,0.04176619488096156,-0.09144345208555238,0.11546866096855313,-0.007036905337063026,0.02755511949968925,0.023268637150926752,0.029032768502545325,-0.005058715107011391,-0.02749064642106125,-0.0238673773069199,0.007584261631948586,-0.004911902761489562,-0.07209612528097742,-0.014993902581469931,,-0.007175357809786065,-0.05111096276593008,,0.00953515058696297,0.014063285458616459,0.010329991210540568,0.027706097648795502,0.0020319252025016166,0.016640243586364623,-0.026919886427567596,-0.004063579086753366,-0.003307761660551689,0.019890489378019405,0.016672693952307194
2011-12-31,0.014855203438165265,0.07759527706523683,-0.09979721340026226,0.04702495411058982,0.01379749949491238,0.09561461296210849,-0.022124231897023616,0.09812355542210782,-0.023211933639942672,-0.05212401329410754,-0.09319013608145632,0.008532763666636134,-0.007567912781632047,-0.005797028262504278,0.014269006587553701,0.0047462776723077305,-0.15827337191666446,-0.0022890655906928625,,0.013073941392652166,0.021332600239410082,,0.02965017356919808,0.0025424218266589804,0.033313973292729226,0.027703212158404655,-0.022793088704034847,-0.02042293088223457,-0.006141943027322072,0.010448148613461328,0.013567123834464345,0.0344492870300348,-0.10662433944055594
2012-01-31,0.1375194507163866,-0.10185764665391817,0.12328138902585839,-0.00876609351761981,0.18303719127899276,0.701443618307245,0.061332834735316144,-0.016918458178235785,-0.012602729545518776,0.2484958389730707,0.10042441881795705,0.043583062704985354,0.08346534487918111,0.08010678593163667,0.0339961989583224,0.07004808293901266,-0.16923073286448964,0.062082689608153885,,0.05894452840358522,0.08153840791858347,,0.03199812146703351,0.07318493001833626,-0.03613134889962666,-0.01415835109824437,0.10985010256180772,0.02256603233435217,0.0841840071744917,0.04637448525763466,0.007256759675138946,-0.0032998490389151147,0.11395480912860867
2012-02-29,0.08191497222701782,0.06574604617082058,-0.07585889544072666,0.15851170416172566,0.16855629330805733,-0.011762408898270849,0.03259707831209391,0.004282510734832545,0.04904525755914024,0.03436464335962541,0.03611024910429661,0.04058946376811723,0.06286600196681613,0.05439179196648403,0.02526418317730994,0.022855118374651928,-0.05195474285673918,0.07103209153541168,,0.04525590841178384,0.0497863766155664,,0.010614295385409145,0.027885111872826718,0.006055130830034949,0.03746512684069403,-0.005647465591518186,0.05927310864763524,0.06410078580689982,0.04340517176913994,-0.00013598371385425967,-0.025970053305366503,-0.029649780549572347
2012-03-31,0.01638319128937238,0.03718554509248495,0.12699647200473074,0.014007042669875291,0.12319882119123649,0.026536561850799112,-0.0035009491177565577,0.026382025760458117,0.05507851734478231,-0.03601351232260086,-0.09895653397709103,0.03133231453144192,0.050386915083070694,0.0420238634716934,0.020071673507794596,0.02387351134890081,-0.15897993796304688,0.04514155677089593,,0.04720650580993979,0.07387861483404734,,0.04477086197012059,0.009790352882784736,0.013590274723162654,0.03100881954142176,0.003807455553749506,-0.03809932557128637,0.05053022322682832,0.032163815197261636,-0.00572957873162705,-0.042359313715004676,-0.013208340481005276
2012-04-30,-0.007439820494498983,-0.05674930703336778,0.14512869305691556,0.04220329542657786,0.042870443953357595,-0.15358300744162368,-0.02961130523162503,0.05353624227474607,-0.028855034399969504,0.02158948564087293,0.06020347454527464,-0.007497452372495994,-0.011465332859100119,-0.014623624869512297,0.00012033294974123088,-0.01616281236595951,0.10645158829227563,-0.011272635074905724,,0.011532905439687324,-0.023417935198916218,,-0.002659073083272845,-0.010956961544454358,0.017693893441297792,0.002934224688593501,-0.008114697633359369,-0.007107637720155657,-0.011694815011877746,-0.006675474347935029,0.009058622748714384,0.04834222857170123,-0.0014803247076433657
2012-05-31,-0.08240021791983854,-0.03966278991347083,-0.08188875050079214,-0.061491791030466314,-0.006638334799330292,-0.03301139034090006,-0.05728519534571508,0.024819607036401514,-0.017057256220030514,-0.07044393253058745,-0.14338097137542072,-0.06265072571454366,-0.07299309002631993,-0.07189564326215059,-0.06207073262789364,-0.06740279750939981,0.40291545195989253,-0.06338081668494133,,-0.05503262005928189,-0.09202810892122926,,-0.03625653973981757,-0.06322638229245914,0.00560857157626482,-0.011702969363427962,-0.07772023466821121,-0.10682200233520822,-0.0704016238813373,-0.06005577922733374,0.01078307555746183,0.09025372641268681,-0.06338034010471139
2012-06-30,0.04796157495758413,-0.001360058829097066,0.07251884325323021,0.07317679559629409,0.07688080865229163,-0.06200655564043356,-0.08895327693674493,0.053106968983765546,0.09966403245138067,-0.014160584934976739,0.026245131556227097,0.03955498222833631,0.035981990874375924,0.03809586310427138,0.03926587356776223,0.048134707093023366,-0.29010805058897515,0.03263761458851899,,0.019368347948104603,0.049992251044802094,,0.05711923699613397,0.033712014897523845,0.0411111306557852,0.036394920200060854,0.049120422762302995,0.048099265468302566,0.03621462269967779,0.04058120506048213,-0.00019713430250811736,-0.016782235914054144,0.02354575543588089
2012-07-31,-0.036613263280475095,0.09119594857294278,0.021677287456954186,0.044002501046253695,0.014403816166168593,0.026739272673219405,0.019679092608581028,0.030373754165640365,0.012421357750417084,-0.02380967134312706,0.097827493865702,0.012597574204787909,0.010249590511993256,0.001522962344342238,0.009983613880798936,-0.01446478720362987,0.10831384014832657,0.018447459775519093,,-0.005481449822200224,0.001366157910885235,,0.009997301973175388,0.003924914322253281,0.02514181444241581,0.024734185150234955,-0.01275119506028799,0.049420094172894835,0.009974948148063767,0.011829572172311176,0.013620480674911173,0.03817246526303664,0.008376847936764742
2012-08-31,0.05273733546030157,0.08234189074143905,0.06416629856391287,-0.004667273962844165,0.10927168472720572,0.014709488245449487,0.07697605585843803,-0.04223198958486629,0.020500465207384577,-0.05994476190200715,0.019486369283535643,0.019763369506085704,0.04908552012633627,0.04335399676120333,0.006315795163205351,0.031959265428160855,-0.07712630577306967,0.04203682956956811,,0.04616402057755775,0.03410631591191993,,0.011722016146219039,0.01535894971870766,-0.041402876808566136,-0.004771367497746648,0.02324899207360276,0.026991741688060067,0.05185151304693725,0.025052578998461916,0.0,-0.013188865454896725,0.04939609851235338
2012-09-30,-0.03439318310900019,0.10131525604527969,0.024368612817364577,0.047017152892724345,0.04249940981643485,0.1451996372231692,-0.0348320758399856,0.04486661280610216,0.023398250215028282,-0.034054121045838825,-0.0006907281855172975,0.024236153617775313,0.009721362965259273,0.016064774290757144,0.02645285124527974,0.031228046784123276,-0.09959930392144123,0.0153278590034438,,0.03080803252433162,0.03263716699277652,,0.038089445824741164,0.01117850462452763,0.011693049704203817,0.017566765049416233,0.03766451368904167,0.031158878161681614,0.00888442198369499,0.02535060973929104,0.0026667154882926702,-0.02532745915926593,0.046705627280061
2012-10-31,-0.04099460659425436,-0.09834305483112271,-0.08426390830086672,0.033363785589689554,-0.12356276586918336,-0.014318348380023882,0.02171067480749178,-0.0038387534518889987,-0.017272320243802874,0.046127972971550024,-0.03871135479162857,-0.01978940971629395,-0.054040641291835834,-0.04460518025665461,-0.025352878542221458,-0.022353610920544553,0.18245396838869654,-0.0635740559500152,,-0.015388041269602137,0.019884917990488082,,-0.002243015115769298,-0.001095081859144309,0.014014743686571629,-0.01228066628543345,-0.0209237875542313,-0.020291429658866322,-0.05279275262174976,-0.018197646275476043,-0.00047236318139376454,-0.004840593998130305,-0.029437416816341377
2012-11-30,-0.05960979974982594,0.026561534840270573,0.08227061714183037,0.08141793060820013,0.02862872962108942,0.1307368267233895,0.12189319324858561,-0.010515378802775643,0.05881802844426809,0.08492062055479921,0.034079237497328,0.0028467166850427716,0.011314526806492475,0.011087490715254722,-0.005412140610814853,0.0038962814572636173,-0.14677421720003891,0.00900595893127032,,0.031691136877973536,-0.008805167351821575,,0.005245706513513415,0.017538975501113496,-0.04281862044193796,0.018367325337631968,0.0185959642809872,-0.012232533376347776,0.013086780018900068,0.0056589035222454065,0.0027062521991152444,0.011592051647760337,-0.004675410721908135
2012-12-31,0.0033810787565338174,0.012901353324151321,-0.004681612016455339,0.012490540190747579,0.11003441186052676,0.035002769734421735,0.05994448098590599,0.006985933284041401,0.017267964172293926,0.0424503430887917,-0.032392647200623625,0.007068230956284616,-0.006329615932613386,0.003079495176903979,0.00603117633466721,0.033373069454596394,0.13547577742334993,-0.003914387750759474,,0.004508648942367355,0.046491283286193896,,-0.003594057852869925,0.02822552606281148,-0.00016608248808902548,-0.02076660249093154,0.03193039035599421,0.010187364303680946,-0.004669122914934487,0.00893507025283724,-0.002452203032034306,-0.02487705994362477,-0.02426979045607558
2013-01-31,0.02770467079054506,0.06829442586790524,0.05831703073707506,0.04176078603842992,0.0447621308119297,-0.08922466147269559,0.06191162170282083,0.04133541310853528,0.03656449459969213,-0.013038836501682138,0.12626187428812985,0.050428096466868855,0.026532114512583416,0.040609195747091764,0.05772530284181587,0.062094605033864436,-0.2075472047605389,0.019063960660434143,,0.05670311168848108,0.06040297994672894,,0.07597798923075438,0.0575198684114373,0.047537150339990175,0.05644689938286174,0.039424846097416255,0.08302982361829336,0.026715871876257014,0.05118961831805646,-0.006211584555567029,-0.03185291530345358,-0.005061148639644464
2013-02-28,0.021135657896903526,0.06022304189667005,-0.0046327380346018465,0.006741728479146891,-0.01800998393152331,-0.009875572067425176,0.01812681268963945,0.00669546515285635,-0.00761871153120941,0.06149039245533272,0.0012800805372710222,0.011060648765041536,0.0025809889521659635,0.005747712305763875,0.013990046243160581,0.00999895601056111,0.08613449011982044,0.007822976445066798,,0.015958707108054027,0.012082893855542842,,0.012584622659170819,0.022205602826811166,0.023236724239777518,0.03308935237694355,-0.013582832098967934,0.004395907168438518,0.003439160797049867,0.01275928211638555,0.005908724445033986,0.01238658373020618,-0.05086846838387371
2013-03-31,0.029136633129594136,-0.00874937029774736,0.00840050409375892,0.07060004968261269,0.02250027582520775,0.07719927765385348,-0.044166329131823834,0.08084036849917076,0.0475866709167867,-0.03577066347576985,-0.038021718068557586,0.03598772398287298,0.029252335515453698,0.033963173136751124,0.03728700194374612,0.044374437033725345,-0.1811734608735902,0.025777007630049864,,0.04375835659877936,0.038738020841209586,,0.06211383480774613,0.02370546034895815,0.05368951917829534,0.049264781754977394,0.02211932938368455,0.025426805374443306,0.030248400504993,0.03797112778166212,0.0009850761117999873,-0.004194325876983873,0.009477104236877087
2013-04-30,0.15693812876355095,0.03825301047340934,-0.047581509289708945,-0.008125648577744893,-0.010216856672143004,0.19796299402841355,-0.018181782734015384,0.05599877860371438,0.021864175576954636,-0.02031346326646999,-0.00614198524180154,0.018085767779890016,0.024390763592004205,0.018751230035321864,0.017920845635088778,-0.004287740030792797,0.06456698116643378,0.0175089280658296,,0.030377684236651437,0.02690818202844336,,0.030032643707444517,-0.0074229194236784535,0.05959059059571392,0.02941890252674817,0.00944314413123859,-0.013113327339615344,0.02537280793230523,0.019211922774050816,0.009686125414929858,0.04684913659917456,-0.0756231330952718
2013-05-31,0.06177387513352128,0.05657471565349348,0.06063589007672232,0.05940053161403247,-0.05352620421313614,0.0870304570712701,0.04433511749525665,-0.07003606234429649,0.01388822340586815,0.09257133356886049,-0.0188098492232307,0.020762811683057825,0.03266563816854284,0.03818801172653008,0.0185831690078051,0.038724591635028505,0.20562120452447918,0.027922422682297166,,0.02765038704698597,0.06096244486054725,,0.016480016153131327,0.05018076017080886,-0.09051421778004431,-0.021738423785195304,0.01896400412073196,0.02849154306780477,0.03577490735158584,0.023610176119899462,-0.020010861714343187,-0.06760954759630855,-0.06198785346133606
2013-06-30,-0.010314885195098822,0.010502623206598782,0.031537853678727856,0.025878588845508643,-0.0884325958694665,0.06427760980252262,-0.05544209716882209,0.07749275172662418,0.008574762105324707,-0.0656183391876548,-0.014535947012097261,-0.014999301595580827,-0.024200442648986686,-0.015237640288265797,-0.01362639310768643,-0.006777466625866979,0.0343559140799079,-0.028917649894556807,,0.008209297399885074,-0.015705607487924156,,-0.005912361525000298,-0.01544049328490582,0.0089456073984866,-0.0030234964048904134,-0.04110127593319979,-0.02266760684864,-0.023952569656809364,-0.013344552881875194,-0.015654849073460708,-0.03271274930922863,-0.11058839427335088
2013-07-31,-0.07817034035659698,0.00838293353587427,0.08473480201495254,-0.03140928463432835,-0.029071239953218253,0.06654188123005844,0.16490269081904452,0.06296024100181263,0.0619513192552974,-0.004494927309973806,0.13494297702861813,0.04946207991308538,0.062066894998893174,0.06556089537574383,0.0395678251021947,0.0693416035634522,-0.2022538954709635,0.03726706936909552,,0.05265950967940025,0.05347022494665121,,0.07162379604297064,0.05909922345370289,0.04331612194026846,0.043357676838408965,0.055541015831178875,0.05261806916867484,0.06314023363780574,0.0516771906484319,0.002691000653425535,-0.022579283247812776,0.0743010530498811
2013-08-31,0.05638699182421081,-0.04601534560880405,-0.06719341960283554,-0.012813905458616826,-0.03127944744476285,-0.024805828319268364,0.009241038223920306,-0.06454922026471166,-0.044788144170477384,0.0058052016153138375,-0.0009632449823960831,-0.031298019479343964,-0.005300607122242451,-0.010065161255053634,-0.04446780143236362,-0.03287218972365247,0.2646840498216487,-0.010399964684589258,,-0.02846573268124264,-0.05124450280133708,,-0.03527996497607999,-0.024800754189691077,-0.049923542085316686,-0.045422234794510574,-0.0012351962590291254,-0.010313308712564973,-0.00395945140131182,-0.029992482733690817,-0.008263210395627496,-0.013404659206614822,0.052047484216675155
2013-09-30,-0.0035929018837135285,0.03425433015045676,0.11267707361206414,0.09563128302712776,0.05703891762815205,0.038412147569243826,0.09986634355447577,-0.002488165057978109,0.02949851922678337,0.012932235841232709,0.09167246358537251,0.029749523259195332,0.04697424038106712,0.050589535931047314,0.021563381241041846,0.062211903382720646,-0.024103459253101978,0.025321034416037058,,0.05422961626356182,0.02821607974068452,,0.032073633971990034,0.058669436633510985,0.011473611801839922,0.013711232226609527,0.04428445799349845,0.021142511819593146,0.04832198889514361,0.031646212809874674,0.011206162334398417,0.006517333832310346,-0.047838379698351585
2013-10-31,0.06400288479775762,0.1765821913052088,0.16437435865524108,0.029146865854227988,-0.12197093142531268,0.15687248434938073,0.03244811311985929,0.05725984142681173,0.0245722678701239,0.051636635409246345,0.06066162152088661,0.04459575276194472,0.04957119871895577,0.03930286816750561,0.02750093559697664,0.024548547101979734,-0.17168676602267607,0.05024979376152183,,0.04585160642926245,0.033149566691842214,,0.04309122692005429,0.04761919018562999,0.037730517087462,0.06406998028866306,0.04189460681372292,0.04197328212163698,0.049568903343083726,0.046306667499201426,0.008325914492414599,0.014304877434242025,-0.003432632525768975
2013-11-30,0.08498070527285395,0.028149112685984967,0.08128449973110707,0.03661640939954802,-0.0034108006693581716,0.04801627684048593,0.033983429021555045,0.005822366785060762,0.06566399519460209,0.038072165503671096,-0.056551553895439644,0.028049471367328715,0.032592921437535116,0.03576283271915792,0.03477864729910096,0.0388492380910852,-0.003636377507990063,0.030906135546977076,,0.03453713650274626,0.04423878234126999,,0.04718570680203449,0.03661024131262236,-0.019339677040853154,0.015584682272852701,0.01302291735085026,0.0005784741434271545,0.035511739988611124,0.029637874570818123,-0.0025056962251635007,-0.02703301307587569,-0.05511195422936577
2013-12-31,-0.018882864337621208,0.05768256389527693,0.013134548857432149,0.09446521554948939,0.10423166364617842,0.128469344726303,0.04032390335157987,0.012176767852655201,-0.051104063797508426,-0.07422943690325712,0.022733569237055384,0.023562791975445974,0.029869640520082674,0.028744609893291306,0.03047603506550689,0.018155727790117204,0.0014598874483302549,0.03534681739577916,,0.022832265320334333,0.022476391021341913,,0.007389349016303948,0.042185990250906524,0.009110357739885222,0.006899088381633112,0.04896289827625977,0.028717205511418653,0.029270626721086934,0.025926565651482658,-0.005568248987742108,-0.01869656000003339,-0.03794527189279151
2014-01-31,0.01149423371764935,0.05376960039476275,-0.10055422587303797,-0.0325575624371196,0.043674305608249586,0.37444618749485836,-0.028097627037919848,0.07369767304896602,-0.05595690096490957,0.012462206795287978,-0.028187781817060942,-0.035582905955811595,-0.019510044021436523,-0.017408930169742654,-0.052954608383163015,-0.02815304505966354,0.3418366974564908,-0.025741578108294694,,-0.06000325222658365,-0.03659618084332661,,0.009379252227076806,-0.04267131337242036,0.02976051783731104,-0.05165187917529801,-0.047165844939978,-0.05795974596413045,-0.0192131882560741,-0.035248099286215084,0.01540918597013019,0.06302804829074038,0.034188714238774454
2014-02-28,0.020012313260627357,0.029365725870538206,0.00950680554806671,0.050676246499687716,0.025701694148170473,0.12822363497440903,0.0750576897934605,0.0020537741231851925,0.04232565814417533,0.02820216880173243,0.06673506196137935,0.0431170301781616,0.0494560295648403,0.04976759559420363,0.03967554101483595,0.046114551666749604,-0.23954371993283974,0.04394022205912207,,0.06399242162293017,0.030389265153498046,,0.062187297171378386,0.04057620843878351,0.034527299491437624,0.039008469445110716,0.06902784275073981,0.051211538433370896,0.05152434214500512,0.04551541953406635,0.0037640937863183677,0.00524049866820353,0.0627030280482701
2014-03-31,0.06995584905364627,-0.08319829348511354,-0.07105766671997338,-0.044613666707625343,-0.026952921454353795,-0.13312723516174574,0.013920761763882572,0.04628455449825597,-0.04383569944889765,0.01075697805378617,0.048387318111425826,0.006932165418227054,-0.027152973342230324,-0.025331207079654083,0.008329408844898412,-0.008444409682746956,-0.008571420397077256,0.004302239663030338,,-0.0286705204892157,0.033308345661894556,,-0.012578167133713403,0.009565658347054695,0.03350897797712449,0.021929972530156494,0.00825908012361709,0.021083531132152444,-0.02733574509393999,0.00829559971481908,-0.0014802206888933078,0.0073217721024620985,-0.031421423365686874
2014-04-30,-0.014393597130025637,-0.041112016837073884,-0.09584686004505916,-0.06138242955124573,0.01606800656889784,-0.08616978396618413,-0.04311514420062723,0.04423761251685754,0.03581652614638964,0.009334748196595077,0.04153813010458007,0.006200789153414155,-0.00381561813156317,-0.020107256999566947,0.007484641579089901,-0.0393678409714342,-0.03386169042893705,0.00275136771980633,,-0.013597264085636773,-0.017010164307940112,,-0.006325858762054493,0.01337601293303603,0.04220917394304302,0.027403532675227105,0.008248951407103133,0.05254884900759316,-0.0031935785904081415,0.00695144506514489,0.008216712176876584,0.020952042395594672,0.0049348807324614
2014-05-31,0.02051505134889786,0.06874435678156465,0.027685498010651566,0.06231677637151045,0.058250117013025626,0.16488764596325645,0.020893869826262623,-0.017621866522598895,0.0060107460708709315,0.03207033007085158,0.024519839961141265,0.02103028007328045,0.04321585250335436,0.031123633333843603,0.00822214552517897,0.0067799147611529165,-0.14988816195025756,0.0375853475959107,,0.028822127422858612,0.015027317271128604,,0.028733849971755543,0.01923442505981443,-0.01087667302937867,0.018083353500671695,0.02957845875291576,0.01674916692693107,0.04485593160781787,0.02320632271299683,0.0117900056784348,0.029495104144053652,-0.03051039187154414
2014-06-30,0.01856378773359557,0.022776201295969134,0.03912978764810626,-0.019177908039765712,0.0570568122329318,0.12821493110385784,0.03369676418001788,0.05258860298961099,-0.007412893495004846,0.037336123213284944,0.1380743296461242,0.019058331749470137,0.03014860497654026,0.03902306924040655,0.006545945755854765,0.051529273633759365,0.014912287893204645,0.018689144498696075,,0.019386755188437244,0.02422612023916937,,0.0212152014390099,0.004749034667663299,0.044419263110799134,-0.002532673613274361,0.016145485746972943,0.055132734769988145,0.031238587284266428,0.020645203481922003,-0.0005749793002575165,-0.0025126192929847413,0.06319017654797743
2014-07-31,0.035011921878404184,-0.008757073266288717,-0.03630152199112202,0.0014237343405385516,0.021085977774909503,-0.1043463951596274,-0.10786191735883732,-0.08382165657072593,0.023761157320049575,-0.14209752539809262,-0.08105124843296363,-0.015079830845342368,0.011175540527427641,-0.00871338164919555,-0.015647774014798665,-0.061100134987896904,0.46499578306142486,0.016948995047251003,,-0.012736231467890269,-0.014511392182189775,,0.0013150357765738807,-0.0412503411811479,-0.068007540600305,-0.03316891772118624,-0.019943870298873678,-0.0346652803019839,0.011819776679318661,-0.013437551726531494,-0.002509406002821568,0.006641198399036874,-0.03631673024297155
2014-08-31,0.05916961319493441,0.004848521391559002,0.08322948209259295,0.009075467948772564,0.017434335935633705,0.12163087681905926,0.04977858730979645,0.0564870541269229,0.0301173410586979,0.036517468671412034,0.015218488363353044,0.037655295579825276,0.04882724690911999,0.048171871530799715,0.03230928693306101,0.048461285365893225,-0.2867256868198952,0.032820886297493246,,0.04446832697368919,0.042391212516348586,,0.04843245110264727,0.04225330285960993,0.04921209806541382,0.04612905502078002,0.038643391720142306,0.021835864871780686,0.0500945238599646,0.03946325267710171,0.01149650203234831,0.04723760192205928,0.0038090706137288155
2014-09-30,0.020471043191488514,0.010388818743384043,-0.04896177089087994,0.003999414209873375,-0.026482082764659687,-0.08608385557442844,-0.057713748780190866,-0.046419485019265405,0.035018177841715126,-0.06965358630136187,-0.07250999122909207,-0.015513837249453988,-0.008110133579585344,-0.018968288428853675,-0.0032487641080388707,-0.061880975335944166,0.34904873946185955,-0.005170894666462922,,-0.027709200300319092,-0.004033924801811195,,0.004349711987960969,-0.011463867010011564,-0.018729826614692913,0.005887473476771543,-0.014051318309006633,-0.0775133359105813,-0.007565968150644031,-0.013796344851439879,-0.006148413106813022,-0.02112239488510259,-0.061763293138879294
